,Feeder Name,Feeder Head Node,Substation Name,Medium Voltage Length (miles),Three Phase Medium Voltage Length (miles),Three Phase Overhead Medium Voltage Length (miles),Two Phase Medium Voltage Length (miles),Two Phase Overhead Medium Voltage Length (miles),Single Phase Medium Voltage Length (miles),Single Phase Overhead Medium Voltage Length (miles),Overhead Percentage of Medium Voltage Line Miles,Ratio of Medium Voltage Lines to Number of Customers,Maximum Node Distance From Substation (miles),Nominal Voltage of Source (kV),Low Voltage Length (miles),Three Phase Low Voltage Length (miles),Three Phase Overhead Low Voltage Length (miles),Two Phase Low Voltage Length (miles),Two Phase Overhead Low Voltage Length (miles),Single Phase Low Voltage Length (miles),Single Phase Overhead Low Voltage Length (miles),Maximum Line Length From Transformer to Load (miles),Overhead Percentage of Low Voltage Line Miles,Ratio of Low Voltage Lines to Number of Customers,Number of Voltage Regulators,Number of Capacitors,Average Regulator Distance From Substation (miles),Average Capacitor Distance From Substation (miles),Number of Fuses,Number of Reclosers,Average Recloser Distance From Substation (miles),Number of Breakers,Number of Switches,Number of Lines Connected to Adjacent Feeder,Number of Closed Loops,Number of Transformers,Total Transformer Capacity (MVA),Number of Single Phase Transformers,Number of Three Phase Transformers,Ratio of Single Phase Transformers to Three Phase Transformers,Total Peak Planning Load (MW),Total Phase A Peak Planning Load (MW),Total Phase B Peak Planning Load (MW),Total Phase C Peak Planning Load (MW),Total Reactive Peak Planning Load (MVar),Percentage of Low Voltage Peak Planning Load on Phase A,Percentage of Low Voltage Peak Planning Load on Phase B,Percentage of Low Voltage Peak Planning Load on Phase C,Number of Single Phase Low Voltage Loads,Number of Three Phase Low Voltage Loads,Number of Medium Voltage Loads,Total Medium Voltage Peak Planning Load (MW),Average Number of Loads per Transformer,Average Peak Planning Load Power Factor,Average Peak Planning Load Imbalance by Phase,Total Number of Customers,Number of Customers per Square Mile of Feeder Convex Hull,Total Peak Planning Load (MW) per Square Mile of Feeder Convex Hull,Total Reactive Peak Planning Load (MVar) per Square Mile of Feeder Convex Hull,Total Transformer Capacity (MVA) per Square Mile of Feeder Convex Hull,Average Node Degree,Average Shortest Path Length,Diameter (Maximum Eccentricity),Number of PVs,Total PV Capacity (MW),Number of PVs with Volt-Var Control,Total Capacity of PVs with Volt-Var Control (MW),Number of PVs with Volt-Watt and Volt-Var Control,Total Capacity of PVs with Volt-Watt Volt-Var Control (MW),Number of Batteries,Total Capacity of Batteries (MW),Average Year of Building Construction,Average Land Value (USD per Square Foot),Percentage of Rural Customers,Percentage of Urban Customers,Percentage of Residential Customers,Percentage of Commercial Customers,Percentage of Industrial Customers,County,Line Configuration
23,p5uhs7_1247--p5udt2290,p5udt2290-p5uhs7_1247x,p5uhs7_1247,11.7227,4.3847,2.1531,0.0,0.0,7.337999999999999,4.7503,27.4634,0.0121,1.631,12.47,13.4138,0.2243,0.0,0.0,0.0,13.1894,5.1944,0.0761,20.6649,0.013814369922464344,0,1,,1.2189,47,0,,0,275,1,0,290,14.825,266,24,11.0833,6.818,2.263664634,2.258210234,2.296125132,1.4256,33.2013,33.1213,33.6774,944,26,1,0.8583,3.3368,0.9795,0.4542,971.0,57914741963.0887,406655570.948,85027304.517,884228681362.2992,1.9991,56.1339,142,0,0.0,0,0.0,0,0.0,0,0.0,1949.0,8879.59454380731,0.0,100.0,88.2353,10.1844,1.58033,Travis,delta-wye
24,p5uhs7_1247--p5udt1899,p5udt1899-p5uhs7_1247x,p5uhs7_1247,22.3286,12.540999999999999,9.3386,0.0,0.0,9.7876,5.165,32.5563,0.0165,2.5326,12.47,22.2206,1.1634,0.0,0.0,0.0,21.0571,7.3534,0.0808,16.5063,0.01642318482959732,0,3,,1.5054,73,0,,0,465,0,0,486,30.0,409,77,5.3117,13.4321,4.3906042554,4.6285136106,4.412982134,3.0886,32.6874,34.4586,32.854,1258,93,2,1.6886,2.7782,0.9758,0.3291,1353.0,40662735343.4782,403684871.6856,92824873.369,901612757061.5972,1.9994,73.0564,184,0,0.0,0,0.0,0,0.0,0,0.0,1966.0,41146.773404419,0.0,100.0,80.2279,8.94587,10.8262,Travis,delta-wye
25,p5uhs6_1247--p5udt8728,p5udt8728-p5uhs6_1247x,p5uhs6_1247,7.9441,7.2895,5.7017,0.0,0.0,0.6546,0.5266,59.3509,0.0369,1.4798,12.47,2.5499,1.0932,0.0,0.0,0.0,1.4567,0.8379,0.0694,7.9842,0.011860108566009777,0,3,,1.1927,17,0,,0,67,2,0,134,22.75,53,81,0.6543,14.8617,4.9690539801,4.9394643354,4.9531816845,4.644,33.4353,33.2362,33.3285,97,111,7,6.4428,1.5926,0.9624,0.0267,215.0,14469652343.0368,1000202674.9929,312542370.1528,1531091120019.0095,1.9968,23.6009,59,0,0.0,0,0.0,0,0.0,0,0.0,1980.0,484363.5721193136,0.0,100.0,81.8276,5.08827,13.0841,Travis,delta-wye
26,p5uhs3_1247--p5udt6002,p5udt6002-p5uhs3_1247x,p5uhs3_1247,5.0561,3.1803,2.867,0.0,0.0,1.8758,0.8037,45.4891,0.0235,1.483,12.47,3.0133,0.6415,0.0,0.0,0.0,2.3719,0.8812,0.0889,10.9198,0.014015579769019905,0,3,,0.8109,11,0,,0,84,0,0,97,14.0,66,31,2.129,15.1176,4.959782208,4.976940684,5.180877108,3.1599,32.808,32.9215,34.2705,164,43,8,9.7915,2.1939,0.9777,0.040999999999999995,215.0,13577942085.1981,954722946.2733,199559496.0096,884145066012.898,1.9967,25.1688,58,0,0.0,0,0.0,0,0.0,0,0.0,1993.0,16954.353817122446,0.0,100.0,90.3714,7.15268,2.47593,Travis,delta-wye
27,p5uhs9_1247--p5udt24963,p5udt24963-p5uhs9_1247x,p5uhs9_1247,6.1869,5.5013,5.2964,0.0,0.0,0.6856,0.6647,73.0485,0.0499,1.3693,12.47,1.9735,0.9408,0.0,0.0,0.0,1.0326,0.8172,0.0765,10.014,0.015915188201193947,0,0,,,11,0,,0,13,1,0,95,9.8,28,67,0.4179,3.6692,1.2280922476,1.2230434284,1.218064324,0.76,33.4703,33.3327,33.196999999999996,42,82,0,0.0,1.3053,0.9790000000000001,0.0698,124.0,7749044973.8055,229297745.343,47493199.3086,612424522123.3391,1.9944,16.4457,38,0,0.0,0,0.0,0,0.0,0,0.0,1990.0,3514.856647854565,0.0,100.0,98.2386,1.53409,0.227273,Travis,delta-wye
28,p5uhs3_1247--p5udt7358,p5udt7358-p5uhs3_1247x,p5uhs3_1247,2.4771,2.2912,2.2028,0.0,0.0,0.1859,0.1821,65.7992,0.031,0.8307,12.47,1.1475,0.5903,0.0,0.0,0.0,0.5571,0.4532,0.1103,12.5024,0.014343704862587504,0,1,,0.7661,6,0,,0,8,0,0,42,11.85,13,29,0.4483,11.072000000000001,3.664676992,3.71919552,3.688127488,2.2824,33.0986,33.591,33.3104,22,53,5,6.6066,1.8605,0.9778,0.0092,80.0,10390976700.0307,1438108202.8155,296457116.071,1539163423692.0469,1.9901,10.0667,22,0,0.0,0,0.0,0,0.0,0,0.0,1977.0,12109.396185743271,0.0,100.0,96.4755,3.2088400000000004,0.315623,Travis,delta-wye
29,p5uhs3_1247--p5udt6366,p5udt6366-p5uhs3_1247x,p5uhs3_1247,3.6911,3.4712,3.2211,0.0,0.0,0.2199,0.1701,59.4904,0.0269,1.1065,12.47,2.0092,1.0344,0.0,0.0,0.0,0.9749,0.8995,0.1132,15.7793,0.01466601996716905,0,1,,0.688,10,0,,0,13,1,0,76,19.8,27,49,0.551,12.3396,4.106335069200002,4.1189954988,4.1142694319999995,2.7960000000000003,33.2777,33.3803,33.342,47,85,5,4.4756,1.7792,0.971,0.0137,137.0,12625229993.213001,1137151557.1702,257665647.7757,1824668276391.37,1.9944,13.3748,35,0,0.0,0,0.0,0,0.0,0,0.0,1944.0,12659.656313760246,0.0,100.0,11.9205,60.9272,27.1523,Travis,delta-wye
30,p5uhs1_1247--p5udt6240,p5udt6240-p5uhs1_1247x,p5uhs1_1247,2.2143,1.9597,1.5199,0.0,0.0,0.2547,0.1295,43.5342,0.0199,0.7064,12.47,1.5745,0.5326,0.0,0.0,0.0,1.0418,0.524,0.084,13.8298,0.014184275352721537,0,0,,,8,0,,0,44,0,0,70,7.825,42,28,1.5,3.9134,1.2963294036,1.3041562036000005,1.3129143928,0.8464,33.1254,33.3254,33.5492,70,40,1,0.8925,1.5634,0.977,0.1285,111.0,16424896748.3028,579067683.9196,125244063.7035,1157881234733.957,1.9942,19.1776,51,0,0.0,0,0.0,0,0.0,0,0.0,1948.0,834.0856335949367,0.0,100.0,32.8947,59.8684,7.236839999999999,Travis,delta-wye
31,p5uhs25_1247--p5udt26874,p5udt26874-p5uhs25_1247x,p5uhs25_1247,4.7964,1.7135,1.3773,0.0,0.0,3.0829,0.6323,20.511,0.0164,1.9487,12.47,5.0016,0.0948,0.0,0.0,0.0,4.9068,1.557,0.0674,15.8915,0.017070188363094964,0,0,,,10,0,,0,165,0,0,126,7.95,118,8,14.75,4.1736,1.3471671288000002,1.5087522264000004,1.3176806448000002,0.8475,32.2783,36.1499,31.5718,282,10,1,1.3031,2.3071,0.98,0.3044,293.0,17631376533.4647,251148406.4306,50996932.373,478394004918.2408,1.9977,48.9618,118,0,0.0,0,0.0,0,0.0,0,0.0,1972.0,1275.151242133993,0.0,100.0,97.9104,2.08955,0.0,Travis,delta-wye
32,p5uhs3_1247--p5udt7453,p5udt7453-p5uhs3_1247x,p5uhs3_1247,2.763,2.3862,1.9523,0.0,0.0,0.3767,0.3724,63.7326,0.0325,1.0761,12.47,0.8846,0.4718,0.0,0.0,0.0,0.4128,0.3872,0.0834,10.6149,0.010406891178834242,0,3,,0.7818,4,0,,0,12,0,0,36,11.9,10,26,0.3846,14.2955,4.745076724,4.778842695000002,4.771580581,3.0608,33.1928,33.429,33.3782,22,52,11,9.9278,2.2973,0.9773,0.0041,85.0,8349959539.7018,1404320701.0448,300676008.5206,1168994335558.2583,1.99,9.101,25,0,0.0,0,0.0,0,0.0,0,0.0,2006.0,21051.693179380538,0.0,100.0,96.8019,2.88612,0.312012,Travis,delta-wye
33,p5uhs25_1247--p5udt11223,p5udt11223-p5uhs25_1247x,p5uhs25_1247,4.4334,1.1067,1.1067,0.0,0.0,3.3267,3.3255,81.7735,0.0869,1.8706,12.47,0.9866,0.1955,0.0,0.0,0.0,0.7912,0.7912,0.0604,14.5968,0.019345859990886675,0,0,,,2,0,,0,0,0,0,40,4.325,24,16,1.5,1.6079,0.5043435614,0.4939340168,0.6096240297,0.3333,31.3666,30.7192,37.9143,30,21,0,0.0,1.275,0.9675,0.0662,51.0,2909693412.4562,91736090.4212,19016565.7509,246753411938.6845,1.9862,11.1661,27,0,0.0,0,0.0,0,0.0,0,0.0,1974.0,9523.429475798195,0.0,100.0,0.0,58.8235,41.1765,Travis,delta-wye
34,p5uhs19_1247--p5udt17094,p5udt17094-p5uhs19_1247x,p5uhs19_1247,9.1993,2.9345,1.0211,0.0,0.0,6.2648,2.7532,19.4851,0.0135,2.0093,12.47,10.1709,0.0844,0.0,0.0,0.0,10.0865,2.503,0.0786,12.9221,0.01489157674594093,0,1,,1.4617,36,0,,0,328,2,0,247,10.525,238,9,26.4444,6.6212,2.0661851872,2.0673240336000003,2.4876907792,1.3537,31.2056,31.2228,37.5716,673,9,1,2.3766,2.7539999999999996,0.9796,0.3941,683.0,33912206433.1988,328756346.6039,67216155.16600001,522585611580.4083,1.9989,65.1875,164,0,0.0,0,0.0,0,0.0,0,0.0,1956.0,311.5588628127363,0.0,100.0,97.6513,1.62602,0.7226739999999999,Travis,delta-wye
35,p5uhs3_1247--p5udt2480,p5udt2480-p5uhs3_1247x,p5uhs3_1247,0.8396,0.7616,0.7603,0.0,0.0,0.078,0.0695,62.3037,0.0165,0.5167,12.47,0.4923,0.2462,0.0,0.0,0.0,0.2461,0.2131,0.0448,16.0003,0.009653447456006863,0,0,,,3,0,,0,4,1,0,22,5.25,10,12,0.8333,9.9237,3.2846851578000003,3.3325074681,3.3065073741,2.0305,33.0994,33.5813,33.3193,20,25,6,7.9542,2.2174,0.9784,0.0076,51.0,11219319532.4814,2183090346.7382,446690854.4689,1154929951873.0842,1.9831,9.4733,23,0,0.0,0,0.0,0,0.0,0,0.0,1959.0,8666.626788958763,0.0,100.0,84.2105,14.8026,0.986842,Travis,delta-wye
36,p5uhs27_1247--p5udt23432,p5udt23432-p5uhs27_1247x,p5uhs27_1247,26.6359,10.9075,5.5277,0.0,0.0,15.7283,7.0541,23.8801,0.0172,3.9548,12.47,26.0515,0.8301,0.0,0.0,0.0,25.2214,7.3943,0.0804,14.0343,0.016850881155302526,0,5,,1.6487,66,0,,0,860,1,1,647,33.335,599,48,12.4792,13.0836,4.430695722,4.3123938108,4.3405104672000006,2.68,33.8645,32.9603,33.1752,1481,65,0,0.0,2.3895,0.9796,0.5108,1546.0,30646048128.4707,259353571.7938,53126071.2387,660793023520.4169,2.0,104.1708,315,0,0.0,0,0.0,0,0.0,0,0.0,1990.0,1052.4379260840249,0.0,100.0,99.2176,0.331911,0.45045,Travis,delta-wye
37,p5uhs27_1247--p5udt16841,p5udt16841-p5uhs27_1247x,p5uhs27_1247,14.8522,5.5129,5.4185,0.0,0.0,9.3393,9.3269,63.9905,0.0422,5.0059,12.47,8.1909,0.1973,0.0,0.0,0.0,7.9936,7.8883,0.08199999999999999,34.2328,0.023269635181050543,0,1,,2.4664,20,0,,0,6,0,0,269,13.35,253,16,15.8125,4.71,1.56982887,1.56914592,1.57102521,0.9573,33.3297,33.3152,33.3551,334,18,0,0.0,1.3086,0.9796,0.3523,352.0,8466021081.6863,113281559.2725,23023175.7346,321083470001.4582,1.9980000000000002,37.8125,93,0,0.0,0,0.0,0,0.0,0,0.0,1997.0,784.7404713403968,0.0,100.0,98.5465,1.09012,0.363372,Travis,delta-wye
38,p5uhs15_1247--p5udt31571,p5udt31571-p5uhs15_1247x,p5uhs15_1247,26.2318,13.4625,9.3117,0.0,0.0,12.7694,5.2049,30.3986,0.0197,3.1484,12.47,21.5223,0.899,0.0,0.0,0.0,20.6234,4.8736,0.0828,10.2057,0.016194392848746263,0,1,,1.608,66,0,,0,803,1,0,626,33.385,548,78,7.0256,14.9885,5.015122123,5.009606355,4.963771521999999,3.0522,33.4598,33.423,33.1172,1235,92,2,1.9603,2.1196,0.9797,0.4021,1329.0,29145938848.6511,328708870.7655,66937336.0884,732157387857.1954,1.9995,118.7921,276,0,0.0,0,0.0,0,0.0,0,0.0,1982.0,930.4549439346582,0.0,100.0,99.0821,0.596604,0.321248,Travis,delta-wye
39,p5uhs15_1247--p5udt17500,p5udt17500-p5uhs15_1247x,p5uhs15_1247,17.1837,12.5419,7.1547,0.0,0.0,4.6418,1.3968,29.531,0.0216,2.1474,12.47,11.7738,2.3359,0.0,0.0,0.0,9.4379,1.6318,0.0723,5.6352,0.014772679058298894,0,1,,1.6252,54,0,,0,567,3,0,447,35.425,306,141,2.1702,15.6623,5.1811514892,5.1841429885000005,5.2970055223,3.2426,33.0804,33.0995,33.8201,609,186,2,1.8334,1.7516,0.9796,0.2074,797.0,27693946642.8419,544227861.2603,112671420.9959,1230938594507.7454,1.9992,86.289,194,0,0.0,0,0.0,0,0.0,0,0.0,1978.0,1129.3678179362018,0.0,100.0,97.0934,2.55432,0.352319,Travis,delta-wye
40,p5uhs11_1247--p5udt24796,p5udt24796-p5uhs11_1247x,p5uhs11_1247,26.2347,9.0829,6.9125,0.0,0.0,17.1519,15.2972,51.6618,0.0333,3.8080000000000003,12.47,16.7558,0.5607,0.0,0.0,0.0,16.1952,13.6325,0.0951,31.7105,0.0212637536077008,0,3,,2.4499,55,0,,0,207,1,0,601,21.475,563,38,14.8158,7.737,2.829668484,2.3854486290000003,2.5218828870000003,1.5962,36.5732,30.8317,32.5951,743,45,0,0.0,1.3111,0.9793,0.5346,788.0,16742212490.0603,164384234.212,33914175.7333,456267783279.2429,1.9992,70.7906,182,0,0.0,0,0.0,0,0.0,0,0.0,1992.0,386.0554678286264,0.0,100.0,98.6237,0.688156,0.688156,Travis,delta-wye
41,p5uhs11_1247--p5udt19826,p5udt19826-p5uhs11_1247x,p5uhs11_1247,11.6565,7.0246,6.8993,0.0,0.0,4.632,2.6589,57.8026,0.0476,3.8517,12.47,4.8793,0.5482,0.0,0.0,0.0,4.3311,2.2786,0.0782,13.7798,0.019915550254442457,0,2,,2.6506,10,0,,0,123,0,0,188,15.55,148,40,3.7,6.7497,2.0559316212,2.3594858793,2.3342757498,1.3742,30.4596,34.9569,34.5834,201,43,1,0.8408,1.2963,0.9796,0.1624,245.0,9017562679.0494,248432561.3762,50579948.9341,572339182282.5232,1.9975,42.9169,127,0,0.0,0,0.0,0,0.0,0,0.0,1983.0,649.5989113686833,0.0,100.0,87.1199,12.3435,0.536673,Travis,delta-wye
42,p5uhs28_1247--p5udt9102,p5udt9102-p5uhs28_1247x,p5uhs28_1247,18.6514,8.917,3.8930000000000002,0.0,0.0,9.7344,3.0871,17.5906,0.0144,4.963,12.47,21.03,0.4133,0.0,0.0,0.0,20.6167,5.3389,0.0803,13.4544,0.016264523227326667,0,3,,3.2187,52,0,,0,884,3,0,624,32.175,599,25,23.96,12.293,4.091012056,4.087201226,4.114799011000001,2.4963,33.2792,33.2482,33.4727,1257,36,0,0.0,2.0721,0.98,0.532,1293.0,33601283526.4489,319459673.84099996,64870721.0951,836134027427.29,1.9995,126.0648,337,0,0.0,0,0.0,0,0.0,0,0.0,1982.0,543.157172964553,0.0,100.0,99.0712,0.928793,0.0,Travis,delta-wye
43,p5uhs28_1247--p5udt30878,p5udt30878-p5uhs28_1247x,p5uhs28_1247,9.207,4.5045,1.6205,0.0,0.0,4.7024,1.8689,20.6983,0.0192,8.7063,12.47,7.6515,0.1186,0.0,0.0,0.0,7.5329,2.2907,0.0724,13.5877,0.015973905840277185,0,0,,,21,0,,0,280,0,0,213,9.775,207,6,34.5,3.8247,1.197475323,1.1780955680999998,1.4491291088999998,0.7795,31.309,30.8023,37.8887,472,7,0,0.0,2.2488,0.9795,0.5908,479.0,18181547750.5392,145175583.8439,29587607.8736,371032628938.4575,1.9986,74.9359,193,0,0.0,0,0.0,0,0.0,0,0.0,1984.0,225.69079578798585,0.0,100.0,98.8115,0.594228,0.594228,Travis,delta-wye
44,p5uhs28_1247--p5udt12928,p5udt12928-p5uhs28_1247x,p5uhs28_1247,25.3556,13.1764,7.9187,0.0,0.0,12.1792,3.3557,24.6628,0.0206,2.84,12.47,20.3589,1.9432,0.0,0.0,0.0,18.4158,2.5814,0.0768,5.6468,0.01651170820328839,0,3,,1.89,66,0,,0,874,0,0,593,36.825,492,101,4.8713,15.9589,5.2974451427,5.384548818899999,5.2769060384,3.2519,33.1943,33.7401,33.0656,1097,135,1,1.3876,2.0758,0.9797,0.3368,1233.0,32965802333.5098,426680265.5569,86944870.8623,984562587941.1927,1.9995,94.2711,245,0,0.0,0,0.0,0,0.0,0,0.0,1981.0,969.4840373806596,0.0,100.0,97.0459,2.61726,0.336875,Travis,delta-wye
45,p5uhs24_1247--p5udt29597,p5udt29597-p5uhs24_1247x,p5uhs24_1247,23.0809,5.9073,5.1337,0.0,0.0,17.1736,15.3985,48.744,0.0253,3.2677,12.47,19.0416,0.0128,0.0,0.0,0.0,19.0288,16.4794,0.1185,39.1226,0.020878999284873585,0,2,,1.976,55,0,,0,129,0,0,539,19.625,536,3,178.6667,7.4687,2.4480083303,2.5309333063999997,2.4897583633,1.5209,32.7769,33.8872,33.3359,909,3,0,0.0,1.692,0.9797,0.6576,912.0,25176344422.1529,206178608.0326,41985443.7827,541760700970.12,1.9992,47.5333,121,0,0.0,0,0.0,0,0.0,0,0.0,1992.0,662.279510180417,0.0,100.0,99.5646,0.133958,0.30140700000000004,Travis,delta-wye
46,p5uhs13_1247--p5udt27754,p5udt27754-p5uhs13_1247x,p5uhs13_1247,26.7892,10.5899,6.166,0.0,0.0,16.1992,8.1022,26.9105,0.019,4.5507,12.47,26.2316,0.968,0.0,0.0,0.0,25.2635,7.8901,0.0858,14.8811,0.018603947811579227,0,2,,2.6441,71,0,,0,873,0,0,704,32.125,667,37,18.027,13.775,4.58517405,4.5910972999999995,4.598742425,2.8292,33.2862,33.3292,33.3847,1362,47,1,1.3959,2.0,0.9795,0.4765,1410.0,40944568440.1211,400008170.8319,82157157.5753,932868270311.2607,1.9995,127.2829,342,0,0.0,0,0.0,0,0.0,0,0.0,1969.0,479.36108136226716,0.0,100.0,97.5037,1.87959,0.61674,Travis,delta-wye
47,p5uhs28_1247--p5udt31165,p5udt31165-p5uhs28_1247x,p5uhs28_1247,12.2866,3.9319,2.5433,0.0,0.0,8.3547,2.3694,18.0693,0.0139,2.4148,12.47,14.9013,0.1933,0.0,0.0,0.0,14.708,3.6489999999999996,0.0801,13.4214,0.016818599196412497,0,0,,,27,0,,0,494,1,0,383,18.725,374,9,41.5556,7.3359,2.5155534689999994,2.4179566554,2.4023898755999995,1.4896,34.291,32.9606,32.7484,874,12,0,0.0,2.3133,0.98,0.57,886.0,33480795917.3204,277215782.9114,56289115.7615,707593570600.2528,1.9992,71.6215,189,0,0.0,0,0.0,0,0.0,0,0.0,1972.0,281.8650123618052,0.0,100.0,99.3587,0.641319,0.0,Travis,delta-wye
48,p5uhs10_1247--p5udt14571,p5udt14571-p5uhs10_1247x,p5uhs10_1247,17.5314,8.2118,4.0871,0.0,0.0,9.3196,1.8961,17.2154,0.0149,2.3785,12.47,17.2236,0.6272,0.0,0.0,0.0,16.5963,1.8843,0.0743,5.4216,0.014633448104928613,0,2,,1.4805,48,0,,0,763,1,0,508,29.725,455,53,8.5849,11.6335,3.8914639175,3.945245588,3.7967904945,2.3792,33.4505,33.9128,32.6367,1111,66,0,0.0,2.3169,0.9799,0.4887,1177.0,51629532817.2818,510308869.8057,104364843.6516,1303897929476.3782,1.9994,86.9487,217,0,0.0,0,0.0,0,0.0,0,0.0,1978.0,264.4687650334554,0.0,100.0,97.5117,2.36392,0.124417,Travis,delta-wye
49,p5uhs17_1247--p5udt28507,p5udt28507-p5uhs17_1247x,p5uhs17_1247,18.7923,10.4984,7.9258,0.0,0.0,8.2939,2.6657,28.4728,0.015,2.1749,12.47,18.4063,1.4521,0.0,0.0,0.0,16.9542,3.7604,0.0735,10.109,0.01473685976022791,0,4,,1.4541,44,0,,0,551,0,0,457,33.975,376,81,4.6419999999999995,17.3645,5.987314329000001,5.538824022999999,5.838379012500001,3.6217,34.4802,31.8974,33.6225,1140,106,3,3.6778,2.7271,0.9791,0.2914,1249.0,56588844737.5247,786739097.4310001,164087320.045,1539316252968.295,1.9994,87.4798,217,0,0.0,0,0.0,0,0.0,0,0.0,1968.0,338.4912115039759,0.0,100.0,94.5531,4.0852,1.36173,Travis,delta-wye
50,p5uhs17_1247--p5udt8754,p5udt8754-p5uhs17_1247x,p5uhs17_1247,12.3764,9.8806,8.2469,0.0,0.0,2.4958,0.7062,46.222,0.0256,2.603,12.47,6.9932,1.2014,0.0,0.0,0.0,5.7918,1.0382,0.1036,5.3601,0.014448820281759181,0,1,,2.3287,30,0,,0,251,4,1,236,23.575,160,76,2.1053,8.3011,2.7256495827999996,2.7366485402999996,2.8388018768999994,1.8267,32.8348,32.9673,34.1979,401,83,0,0.0,2.1135,0.9771,0.2383,484.0,19995717455.6941,342948564.899,75465375.8319,973964956648.7356,2.0,55.3081,156,0,0.0,0,0.0,0,0.0,0,0.0,1974.0,378.6655730964756,0.0,100.0,91.4607,5.0187300000000015,3.5206,Travis,delta-wye
51,p5uhs14_1247--p5udt12053,p5udt12053-p5uhs14_1247x,p5uhs14_1247,19.994,10.0584,5.7192,0.0,0.0,9.9356,1.5407,18.3068,0.0156,2.3215,12.47,19.6628,1.2409,0.0,0.0,0.0,18.4219,1.8696,0.0817,4.7145,0.015361562037291247,0,2,,1.7097,52,0,,0,844,2,0,554,35.9,480,74,6.4865,15.0101,4.9908882702,4.9531228586000005,5.0661038813,3.0622,33.2502,32.9986,33.7513,1192,87,1,1.1134,2.3063,0.9798,0.37799999999999995,1280.0,42369297658.2294,496850757.2054,101362737.1235,1188326395258.1494,1.9995,90.281,246,0,0.0,0,0.0,0,0.0,0,0.0,1965.0,440.74484402839005,0.0,100.0,96.4986,3.21234,0.28911,Travis,delta-wye
52,p5uhs14_1247--p5udt30754,p5udt30754-p5uhs14_1247x,p5uhs14_1247,10.6955,6.9307,4.263,0.0,0.0,3.7649,1.8137,29.8494,0.0157,2.3867,12.47,9.6623,0.8084,0.0,0.0,0.0,8.8539,2.6831,0.0693,13.18,0.014146826183715863,0,1,,1.83,37,0,,0,345,2,0,311,19.0,243,68,3.5735,8.4008,2.7677611712,2.895377724,2.7376611048000004,1.7076,32.9464,34.4655,32.5881,601,81,1,1.0867,2.1891,0.9798,0.3619,683.0,28888975094.6801,355328589.2223,72225972.5105,803646452121.4089,1.999,64.6047,182,0,0.0,0,0.0,0,0.0,0,0.0,1970.0,2801.8726003500856,0.0,100.0,98.0245,1.81746,0.15804,Travis,delta-wye
53,p5uhs18_1247--p5udt9682,p5udt9682-p5uhs18_1247x,p5uhs18_1247,17.5964,8.0501,3.4637,0.0,0.0,9.5463,2.8273,15.4635,0.0125,1.6329,12.47,23.0864,1.0579,0.0,0.0,0.0,22.0285,3.8244,0.0719,9.4006,0.016419892145070523,0,1,,0.9940000000000001,65,0,,0,789,1,0,570,30.8,502,68,7.3824,12.0449,4.0052785521,4.0341381325,4.0054833154,2.5358,33.2529,33.4925,33.2546,1327,79,0,0.0,2.4667,0.9786,0.4793,1406.0,63422437379.7243,543326375.7353,114384734.0471,1389339311020.9802,1.9995,109.9536,255,0,0.0,0,0.0,0,0.0,0,0.0,1964.0,521.8128088810386,0.0,100.0,92.6205,4.85693,2.52259,Travis,delta-wye
54,p5uhs24_1247--p5udt18206,p5udt18206-p5uhs24_1247x,p5uhs24_1247,25.8682,9.8449,6.3696,0.0,0.0,16.0233,13.5755,46.4007,0.0273,3.4228,12.47,17.1163,0.2796,0.0,0.0,0.0,16.8366,11.8175,0.0976,27.4924,0.018074198855254936,0,2,,1.7673,60,0,,0,346,0,0,597,24.5,560,37,15.1351,9.8427,3.2564179242000004,3.3255432063000008,3.2607388695000004,2.0645,33.0846,33.7869,33.1285,908,38,1,0.8802,1.5836,0.9782,0.4694,947.0,20551981739.5777,213608383.1552,44803325.6906,531703857042.9251,1.9993,84.8592,222,0,0.0,0,0.0,0,0.0,0,0.0,1992.0,1359.5658766367999,0.0,100.0,97.0829,0.924938,1.99217,Travis,delta-wye
55,p5uhs24_1247--p5udt16214,p5udt16214-p5uhs24_1247x,p5uhs24_1247,10.1848,5.9469,5.5208,0.0,0.0,4.2379,3.4134,54.1789,0.033,3.7829,12.47,6.3054,0.4788,0.0,0.0,0.0,5.8266,4.6221,0.0742,28.0294,0.0204057441889702,0,1,,3.1922,17,0,,0,65,1,0,178,10.9,157,21,7.4762,4.3542,1.555015446,1.3622158241999998,1.4369643756000001,0.8911,35.713,31.2851,33.0018,277,32,0,0.0,1.736,0.9789,0.315,309.0,10590269759.0247,149230367.478,30539170.7848,373572622567.5383,1.9977,30.406,81,0,0.0,0,0.0,0,0.0,0,0.0,1995.0,1166.1712468747758,0.0,100.0,96.6957,2.34783,0.956522,Travis,delta-wye
